# Stacks v2.64;  Phylip sequential; May 16, 2024
# Seq Pos	Locus ID	Column	Population
551	8011	124	Bishop:R,Red_Knolls:R,
552	8013	116	Bishop:C,Red_Knolls:Y,
553	8015	326	Bishop:K,Red_Knolls:K,
554	8018	7	Bishop:R,Red_Knolls:R,
555	8049	9	Bishop:K,Red_Knolls:K,
556	8055	60	Bishop:Y,Red_Knolls:Y,
557	8085	30	Bishop:R,Red_Knolls:R,
558	8095	35	Bishop:R,Red_Knolls:R,
559	8105	70	Bishop:W,Red_Knolls:A,
560	8116	65	Bishop:G,Red_Knolls:R,
561	8117	64	Bishop:Y,Red_Knolls:Y,
562	8124	97	Bishop:R,Red_Knolls:R,
563	8188	15	Bishop:R,Red_Knolls:R,
564	8194	257	Bishop:K,Red_Knolls:K,
565	8195	113	Bishop:W,Red_Knolls:W,
566	8220	259	Bishop:K,Red_Knolls:K,
567	8229	22	Bishop:Y,Red_Knolls:Y,
568	8238	157	Bishop:K,Red_Knolls:K,
569	8249	91	Bishop:K,Red_Knolls:K,
570	8265	142	Bishop:M,Red_Knolls:A,
571	8276	260	Bishop:C,Red_Knolls:Y,
572	8285	131	Bishop:Y,Red_Knolls:C,
573	8313	13	Bishop:M,Red_Knolls:M,
574	8320	55	Bishop:R,Red_Knolls:R,
575	8321	101	Bishop:R,Red_Knolls:G,
576	8329	60	Bishop:W,Red_Knolls:A,
577	8345	69	Bishop:Y,Red_Knolls:Y,
578	8347	19	Bishop:G,Red_Knolls:K,
579	8356	155	Bishop:W,Red_Knolls:W,
580	8385	130	Bishop:R,Red_Knolls:R,
581	8393	61	Bishop:W,Red_Knolls:W,
582	8405	29	Bishop:Y,Red_Knolls:Y,
583	8414	57	Bishop:M,Red_Knolls:A,
584	8425	76	Bishop:R,Red_Knolls:R,
585	8472	13	Bishop:M,Red_Knolls:M,
586	8490	31	Bishop:R,Red_Knolls:R,
587	8500	98	Bishop:M,Red_Knolls:M,
588	8508	94	Bishop:M,Red_Knolls:M,
589	8547	66	Bishop:R,Red_Knolls:R,
590	8581	87	Bishop:R,Red_Knolls:R,
591	8582	84	Bishop:S,Red_Knolls:S,
592	8594	27	Bishop:R,Red_Knolls:R,
593	8597	35	Bishop:M,Red_Knolls:M,
594	8614	86	Bishop:C,Red_Knolls:Y,
595	8634	25	Bishop:M,Red_Knolls:M,
596	8648	59	Bishop:Y,Red_Knolls:Y,
597	8660	12	Bishop:R,Red_Knolls:R,
598	8698	62	Bishop:R,Red_Knolls:R,
599	8724	90	Bishop:S,Red_Knolls:S,
600	8725	27	Bishop:K,Red_Knolls:K,
601	8776	99	Bishop:Y,Red_Knolls:Y,
602	8798	58	Bishop:M,Red_Knolls:M,
603	8828	19	Bishop:C,Red_Knolls:Y,
604	8842	34	Bishop:R,Red_Knolls:R,
605	8846	93	Bishop:M,Red_Knolls:M,
606	8851	117	Bishop:C,Red_Knolls:S,
607	8871	6	Bishop:R,Red_Knolls:A,
608	8892	46	Bishop:S,Red_Knolls:S,
609	8904	46	Bishop:K,Red_Knolls:K,
610	8925	137	Bishop:K,Red_Knolls:K,
611	8926	120	Bishop:R,Red_Knolls:R,
612	8930	32	Bishop:S,Red_Knolls:S,
613	8936	340	Bishop:A,Red_Knolls:W,
614	8956	71	Bishop:K,Red_Knolls:K,
615	8972	112	Bishop:Y,Red_Knolls:Y,
616	8977	52	Bishop:Y,Red_Knolls:Y,
617	8994	39	Bishop:M,Red_Knolls:M,
618	9008	108	Bishop:Y,Red_Knolls:Y,
619	9017	16	Bishop:S,Red_Knolls:C,
620	9018	75	Bishop:K,Red_Knolls:K,
621	9022	387	Bishop:T,Red_Knolls:K,
622	9031	85	Bishop:M,Red_Knolls:M,
623	9032	128	Bishop:W,Red_Knolls:W,
624	9050	79	Bishop:R,Red_Knolls:R,
625	9052	86	Bishop:M,Red_Knolls:M,
626	9054	75	Bishop:M,Red_Knolls:A,
627	9088	90	Bishop:W,Red_Knolls:W,
628	9094	60	Bishop:S,Red_Knolls:S,
629	9150	29	Bishop:K,Red_Knolls:K,
630	9169	112	Bishop:S,Red_Knolls:S,
631	9187	23	Bishop:K,Red_Knolls:K,
632	9215	80	Bishop:R,Red_Knolls:R,
633	9216	73	Bishop:R,Red_Knolls:R,
634	9276	61	Bishop:R,Red_Knolls:R,
635	9283	93	Bishop:K,Red_Knolls:K,
636	9294	9	Bishop:G,Red_Knolls:R,
637	9307	9	Bishop:R,Red_Knolls:R,
638	9325	54	Bishop:R,Red_Knolls:R,
639	9331	40	Bishop:M,Red_Knolls:M,
640	9362	420	Bishop:T,Red_Knolls:K,
641	9371	95	Bishop:K,Red_Knolls:G,
642	9429	89	Bishop:S,Red_Knolls:S,
643	9433	113	Bishop:W,Red_Knolls:W,
644	9440	140	Bishop:Y,Red_Knolls:Y,
645	9505	121	Bishop:K,Red_Knolls:K,
646	9532	40	Bishop:K,Red_Knolls:G,
647	9547	72	Bishop:C,Red_Knolls:S,
648	9559	145	Bishop:R,Red_Knolls:R,
649	9565	114	Bishop:Y,Red_Knolls:Y,
650	9593	74	Bishop:T,Red_Knolls:W,
651	9605	72	Bishop:R,Red_Knolls:R,
652	9610	39	Bishop:K,Red_Knolls:K,
653	9613	62	Bishop:W,Red_Knolls:W,
654	9618	462	Bishop:K,Red_Knolls:G,
655	9622	47	Bishop:W,Red_Knolls:W,
656	9655	53	Bishop:M,Red_Knolls:M,
657	9672	70	Bishop:Y,Red_Knolls:Y,
658	9693	229	Bishop:K,Red_Knolls:K,
659	9694	90	Bishop:R,Red_Knolls:R,
660	9705	83	Bishop:Y,Red_Knolls:Y,
661	9725	402	Bishop:K,Red_Knolls:K,
662	9737	39	Bishop:C,Red_Knolls:Y,
663	9809	70	Bishop:R,Red_Knolls:R,
664	9816	7	Bishop:M,Red_Knolls:M,
665	9819	123	Bishop:K,Red_Knolls:K,
666	9845	435	Bishop:W,Red_Knolls:W,
667	9850	157	Bishop:K,Red_Knolls:K,
668	9868	133	Bishop:M,Red_Knolls:M,
669	9882	19	Bishop:K,Red_Knolls:K,
670	9900	512	Bishop:K,Red_Knolls:K,
671	9909	101	Bishop:K,Red_Knolls:K,
672	9935	65	Bishop:R,Red_Knolls:R,
673	9938	44	Bishop:S,Red_Knolls:S,
674	9941	85	Bishop:S,Red_Knolls:S,
675	9948	83	Bishop:Y,Red_Knolls:Y,
676	9977	62	Bishop:W,Red_Knolls:W,
677	9990	23	Bishop:Y,Red_Knolls:Y,
678	9992	106	Bishop:C,Red_Knolls:S,
679	9997	102	Bishop:Y,Red_Knolls:Y,
680	10011	62	Bishop:K,Red_Knolls:K,
681	10030	50	Bishop:K,Red_Knolls:T,
682	10031	336	Bishop:W,Red_Knolls:W,
683	10038	21	Bishop:M,Red_Knolls:A,
684	10055	539	Bishop:K,Red_Knolls:K,
685	10063	353	Bishop:S,Red_Knolls:S,
686	10064	109	Bishop:T,Red_Knolls:W,
687	10082	80	Bishop:K,Red_Knolls:T,
688	10104	140	Bishop:S,Red_Knolls:S,
689	10111	118	Bishop:S,Red_Knolls:S,
690	10130	101	Bishop:M,Red_Knolls:C,
691	10144	567	Bishop:G,Red_Knolls:K,
692	10161	89	Bishop:R,Red_Knolls:G,
693	10183	88	Bishop:K,Red_Knolls:K,
694	10199	47	Bishop:W,Red_Knolls:W,
695	10208	97	Bishop:Y,Red_Knolls:Y,
696	10248	10	Bishop:R,Red_Knolls:R,
697	10250	54	Bishop:Y,Red_Knolls:T,
698	10267	16	Bishop:R,Red_Knolls:R,
699	10272	226	Bishop:K,Red_Knolls:T,
700	10289	41	Bishop:S,Red_Knolls:S,
701	10321	153	Bishop:R,Red_Knolls:R,
702	10327	61	Bishop:W,Red_Knolls:W,
703	10332	401	Bishop:K,Red_Knolls:K,
704	10333	157	Bishop:A,Red_Knolls:R,
705	10354	72	Bishop:Y,Red_Knolls:Y,
706	10382	52	Bishop:G,Red_Knolls:R,
707	10388	84	Bishop:Y,Red_Knolls:Y,
708	10400	64	Bishop:Y,Red_Knolls:Y,
709	10417	72	Bishop:W,Red_Knolls:W,
710	10420	351	Bishop:K,Red_Knolls:K,
711	10435	12	Bishop:M,Red_Knolls:M,
712	10445	24	Bishop:R,Red_Knolls:R,
713	10447	151	Bishop:R,Red_Knolls:R,
714	10458	12	Bishop:M,Red_Knolls:M,
715	10463	45	Bishop:S,Red_Knolls:S,
716	10464	11	Bishop:S,Red_Knolls:S,
717	10465	131	Bishop:R,Red_Knolls:R,
718	10475	68	Bishop:A,Red_Knolls:R,
719	10484	366	Bishop:W,Red_Knolls:W,
720	10487	128	Bishop:R,Red_Knolls:R,
721	10489	133	Bishop:M,Red_Knolls:M,
722	10497	453	Bishop:K,Red_Knolls:K,
723	10504	85	Bishop:K,Red_Knolls:K,
724	10515	8	Bishop:Y,Red_Knolls:Y,
725	10519	39	Bishop:R,Red_Knolls:G,
726	10533	18	Bishop:S,Red_Knolls:S,
727	10537	112	Bishop:R,Red_Knolls:A,
728	10556	83	Bishop:Y,Red_Knolls:Y,
729	10562	52	Bishop:K,Red_Knolls:K,
730	10573	155	Bishop:Y,Red_Knolls:Y,
731	10597	131	Bishop:Y,Red_Knolls:Y,
732	10631	14	Bishop:R,Red_Knolls:R,
733	10639	70	Bishop:M,Red_Knolls:M,
734	10644	102	Bishop:Y,Red_Knolls:Y,
735	10648	139	Bishop:Y,Red_Knolls:Y,
736	10679	57	Bishop:Y,Red_Knolls:Y,
737	10680	8	Bishop:R,Red_Knolls:A,
738	10686	447	Bishop:W,Red_Knolls:W,
739	10710	86	Bishop:M,Red_Knolls:M,
740	10728	46	Bishop:M,Red_Knolls:M,
741	10733	226	Bishop:K,Red_Knolls:K,
742	10740	132	Bishop:W,Red_Knolls:W,
743	10771	145	Bishop:M,Red_Knolls:M,
744	10778	379	Bishop:W,Red_Knolls:W,
745	10802	115	Bishop:G,Red_Knolls:R,
746	10804	150	Bishop:M,Red_Knolls:M,
747	10807	73	Bishop:Y,Red_Knolls:Y,
748	10823	7	Bishop:R,Red_Knolls:A,
749	10827	72	Bishop:T,Red_Knolls:Y,
750	10869	74	Bishop:R,Red_Knolls:R,
751	10871	422	Bishop:K,Red_Knolls:K,
752	10872	49	Bishop:S,Red_Knolls:S,
753	10874	434	Bishop:W,Red_Knolls:W,
754	10876	112	Bishop:S,Red_Knolls:C,
755	10913	79	Bishop:M,Red_Knolls:M,
756	10915	107	Bishop:K,Red_Knolls:K,
757	10932	37	Bishop:Y,Red_Knolls:Y,
758	10946	35	Bishop:W,Red_Knolls:W,
759	10952	19	Bishop:G,Red_Knolls:R,
760	10961	129	Bishop:M,Red_Knolls:M,
761	10969	133	Bishop:K,Red_Knolls:K,
762	10986	151	Bishop:Y,Red_Knolls:Y,
763	10993	396	Bishop:K,Red_Knolls:K,
764	10996	115	Bishop:M,Red_Knolls:M,
765	11022	13	Bishop:R,Red_Knolls:R,
766	11024	14	Bishop:R,Red_Knolls:R,
767	11029	143	Bishop:W,Red_Knolls:W,
768	11031	78	Bishop:K,Red_Knolls:K,
769	11041	151	Bishop:Y,Red_Knolls:Y,
770	11043	92	Bishop:S,Red_Knolls:S,
771	11050	62	Bishop:M,Red_Knolls:M,
772	11065	301	Bishop:M,Red_Knolls:M,
773	11084	8	Bishop:R,Red_Knolls:R,
774	11087	83	Bishop:M,Red_Knolls:M,
775	11096	57	Bishop:Y,Red_Knolls:Y,
776	11143	33	Bishop:M,Red_Knolls:M,
777	11146	55	Bishop:K,Red_Knolls:K,
778	11176	44	Bishop:M,Red_Knolls:M,
779	11188	85	Bishop:Y,Red_Knolls:Y,
780	11190	84	Bishop:R,Red_Knolls:R,
781	11193	51	Bishop:Y,Red_Knolls:Y,
782	11195	140	Bishop:M,Red_Knolls:M,
783	11206	66	Bishop:T,Red_Knolls:Y,
784	11217	45	Bishop:K,Red_Knolls:K,
785	11246	58	Bishop:C,Red_Knolls:Y,
786	11274	17	Bishop:W,Red_Knolls:W,
787	11304	152	Bishop:R,Red_Knolls:R,
788	11314	75	Bishop:S,Red_Knolls:S,
789	11317	90	Bishop:K,Red_Knolls:K,
790	11356	125	Bishop:S,Red_Knolls:S,
791	11361	104	Bishop:K,Red_Knolls:K,
792	11366	31	Bishop:M,Red_Knolls:M,
793	11391	112	Bishop:G,Red_Knolls:R,
794	11427	103	Bishop:Y,Red_Knolls:Y,
795	11488	70	Bishop:K,Red_Knolls:K,
796	11505	134	Bishop:Y,Red_Knolls:Y,
797	11507	112	Bishop:G,Red_Knolls:K,
798	11520	157	Bishop:W,Red_Knolls:W,
799	11524	138	Bishop:C,Red_Knolls:M,
800	11537	20	Bishop:R,Red_Knolls:R,
801	11551	111	Bishop:R,Red_Knolls:R,
802	11578	48	Bishop:A,Red_Knolls:R,
803	11598	88	Bishop:M,Red_Knolls:M,
804	11624	366	Bishop:W,Red_Knolls:W,
805	11645	147	Bishop:R,Red_Knolls:R,
806	11660	102	Bishop:Y,Red_Knolls:Y,
807	11675	404	Bishop:W,Red_Knolls:W,
808	11687	372	Bishop:K,Red_Knolls:K,
809	11714	67	Bishop:R,Red_Knolls:G,
810	11760	389	Bishop:Y,Red_Knolls:Y,
811	11763	26	Bishop:M,Red_Knolls:M,
812	11780	95	Bishop:G,Red_Knolls:K,
813	11786	127	Bishop:W,Red_Knolls:W,
814	11824	106	Bishop:Y,Red_Knolls:Y,
815	11828	87	Bishop:M,Red_Knolls:M,
816	11831	127	Bishop:K,Red_Knolls:K,
817	11843	124	Bishop:K,Red_Knolls:K,
818	11896	375	Bishop:M,Red_Knolls:M,
819	11904	127	Bishop:K,Red_Knolls:G,
820	11918	19	Bishop:W,Red_Knolls:T,
821	11931	102	Bishop:S,Red_Knolls:S,
822	11969	46	Bishop:K,Red_Knolls:K,
823	12007	40	Bishop:M,Red_Knolls:M,
824	12022	42	Bishop:R,Red_Knolls:R,
825	12049	11	Bishop:M,Red_Knolls:M,
826	12054	24	Bishop:W,Red_Knolls:A,
827	12065	16	Bishop:C,Red_Knolls:Y,
828	12073	31	Bishop:Y,Red_Knolls:Y,
829	12078	39	Bishop:R,Red_Knolls:A,
830	12082	527	Bishop:K,Red_Knolls:K,
831	12086	118	Bishop:Y,Red_Knolls:Y,
832	12097	84	Bishop:R,Red_Knolls:R,
833	12099	139	Bishop:R,Red_Knolls:R,
834	12107	112	Bishop:Y,Red_Knolls:Y,
835	12119	18	Bishop:R,Red_Knolls:R,
836	12143	108	Bishop:T,Red_Knolls:W,
837	12144	71	Bishop:W,Red_Knolls:W,
838	12155	146	Bishop:W,Red_Knolls:T,
839	12228	11	Bishop:S,Red_Knolls:S,
840	12235	36	Bishop:S,Red_Knolls:S,
841	12248	74	Bishop:S,Red_Knolls:S,
842	12263	69	Bishop:K,Red_Knolls:K,
843	12282	91	Bishop:W,Red_Knolls:W,
844	12298	6	Bishop:R,Red_Knolls:R,
845	12305	86	Bishop:M,Red_Knolls:C,
846	12322	10	Bishop:K,Red_Knolls:K,
847	12337	470	Bishop:K,Red_Knolls:G,
848	12363	140	Bishop:R,Red_Knolls:R,
849	12383	11	Bishop:S,Red_Knolls:S,
850	12438	41	Bishop:W,Red_Knolls:W,
851	12478	209	Bishop:K,Red_Knolls:K,
852	12482	272	Bishop:T,Red_Knolls:Y,
853	12490	133	Bishop:M,Red_Knolls:M,
854	12504	10	Bishop:M,Red_Knolls:M,
855	12509	74	Bishop:R,Red_Knolls:R,
856	12528	51	Bishop:K,Red_Knolls:K,
857	12532	57	Bishop:M,Red_Knolls:M,
858	12535	25	Bishop:A,Red_Knolls:W,
859	12550	106	Bishop:S,Red_Knolls:C,
860	12561	63	Bishop:K,Red_Knolls:K,
861	12594	99	Bishop:W,Red_Knolls:W,
862	12599	75	Bishop:W,Red_Knolls:W,
863	12613	322	Bishop:K,Red_Knolls:K,
864	12617	69	Bishop:T,Red_Knolls:Y,
865	12625	70	Bishop:T,Red_Knolls:W,
866	12626	34	Bishop:Y,Red_Knolls:Y,
867	12639	59	Bishop:R,Red_Knolls:R,
868	12646	85	Bishop:S,Red_Knolls:S,
869	12661	140	Bishop:K,Red_Knolls:G,
870	12672	147	Bishop:W,Red_Knolls:W,
871	12703	58	Bishop:Y,Red_Knolls:Y,
872	12709	138	Bishop:W,Red_Knolls:A,
873	12728	27	Bishop:S,Red_Knolls:S,
874	12729	147	Bishop:Y,Red_Knolls:Y,
875	12745	150	Bishop:Y,Red_Knolls:Y,
876	12748	83	Bishop:S,Red_Knolls:S,
877	12758	14	Bishop:Y,Red_Knolls:Y,
878	12774	24	Bishop:R,Red_Knolls:R,
879	12784	8	Bishop:W,Red_Knolls:W,
880	12794	17	Bishop:R,Red_Knolls:R,
881	12797	112	Bishop:G,Red_Knolls:R,
882	12810	87	Bishop:M,Red_Knolls:M,
883	12822	55	Bishop:R,Red_Knolls:R,
884	12836	32	Bishop:Y,Red_Knolls:Y,
885	12844	36	Bishop:M,Red_Knolls:M,
886	12872	21	Bishop:Y,Red_Knolls:Y,
887	12878	147	Bishop:Y,Red_Knolls:Y,
888	12897	83	Bishop:M,Red_Knolls:M,
889	12925	43	Bishop:R,Red_Knolls:R,
890	12927	75	Bishop:C,Red_Knolls:M,
891	12938	52	Bishop:W,Red_Knolls:W,
892	12954	17	Bishop:C,Red_Knolls:Y,
893	12983	34	Bishop:R,Red_Knolls:R,
894	12984	29	Bishop:R,Red_Knolls:R,
895	12986	103	Bishop:K,Red_Knolls:K,
896	13010	14	Bishop:S,Red_Knolls:S,
897	13029	70	Bishop:S,Red_Knolls:S,
898	13037	30	Bishop:M,Red_Knolls:M,
899	13050	15	Bishop:R,Red_Knolls:R,
900	13065	270	Bishop:K,Red_Knolls:K,
901	13081	75	Bishop:R,Red_Knolls:R,
902	13089	83	Bishop:R,Red_Knolls:R,
903	13091	85	Bishop:R,Red_Knolls:R,
904	13113	157	Bishop:C,Red_Knolls:S,
905	13130	153	Bishop:G,Red_Knolls:R,
906	13148	31	Bishop:M,Red_Knolls:M,
907	13161	102	Bishop:S,Red_Knolls:S,
908	13182	568	Bishop:K,Red_Knolls:K,
909	13183	150	Bishop:R,Red_Knolls:R,
910	13201	20	Bishop:Y,Red_Knolls:Y,
911	13243	385	Bishop:K,Red_Knolls:K,
912	13244	102	Bishop:R,Red_Knolls:R,
913	13258	117	Bishop:S,Red_Knolls:C,
914	13267	118	Bishop:Y,Red_Knolls:Y,
915	13283	41	Bishop:K,Red_Knolls:K,
916	13289	83	Bishop:A,Red_Knolls:W,
917	13302	15	Bishop:Y,Red_Knolls:Y,
918	13329	80	Bishop:W,Red_Knolls:W,
919	13348	120	Bishop:R,Red_Knolls:R,
920	13370	59	Bishop:Y,Red_Knolls:Y,
921	13405	98	Bishop:M,Red_Knolls:M,
922	13422	56	Bishop:K,Red_Knolls:G,
923	13470	13	Bishop:M,Red_Knolls:M,
924	13489	86	Bishop:M,Red_Knolls:M,
925	13491	16	Bishop:Y,Red_Knolls:Y,
926	13512	13	Bishop:S,Red_Knolls:S,
927	13522	135	Bishop:W,Red_Knolls:W,
928	13543	137	Bishop:Y,Red_Knolls:Y,
929	13568	90	Bishop:Y,Red_Knolls:C,
930	13570	77	Bishop:Y,Red_Knolls:Y,
931	13573	47	Bishop:S,Red_Knolls:S,
932	13596	157	Bishop:W,Red_Knolls:W,
933	13598	11	Bishop:K,Red_Knolls:K,
934	13672	149	Bishop:G,Red_Knolls:R,
935	13677	39	Bishop:S,Red_Knolls:S,
936	13696	45	Bishop:S,Red_Knolls:S,
937	13717	147	Bishop:M,Red_Knolls:C,
938	13733	39	Bishop:R,Red_Knolls:R,
939	13742	127	Bishop:M,Red_Knolls:M,
940	13754	54	Bishop:M,Red_Knolls:A,
941	13766	28	Bishop:S,Red_Knolls:S,
942	13802	25	Bishop:M,Red_Knolls:M,
943	13811	455	Bishop:K,Red_Knolls:K,
944	13828	31	Bishop:W,Red_Knolls:W,
945	13831	53	Bishop:Y,Red_Knolls:Y,
946	13832	41	Bishop:C,Red_Knolls:S,
947	13840	95	Bishop:W,Red_Knolls:W,
948	13848	48	Bishop:R,Red_Knolls:R,
949	13871	347	Bishop:Y,Red_Knolls:Y,
950	13911	141	Bishop:K,Red_Knolls:K,
951	13934	73	Bishop:S,Red_Knolls:S,
952	13950	220	Bishop:R,Red_Knolls:R,
953	13967	87	Bishop:R,Red_Knolls:G,
954	13976	126	Bishop:Y,Red_Knolls:Y,
955	13989	20	Bishop:W,Red_Knolls:W,
956	13998	58	Bishop:M,Red_Knolls:M,
957	14004	157	Bishop:Y,Red_Knolls:Y,
958	14013	145	Bishop:S,Red_Knolls:S,
959	14018	94	Bishop:W,Red_Knolls:W,
960	14028	56	Bishop:S,Red_Knolls:S,
961	14034	133	Bishop:M,Red_Knolls:M,
962	14046	297	Bishop:K,Red_Knolls:K,
963	14054	51	Bishop:R,Red_Knolls:R,
964	14105	152	Bishop:Y,Red_Knolls:Y,
965	14107	111	Bishop:W,Red_Knolls:T,
966	14112	71	Bishop:M,Red_Knolls:M,
967	14129	89	Bishop:K,Red_Knolls:K,
968	14158	133	Bishop:R,Red_Knolls:R,
969	14169	98	Bishop:W,Red_Knolls:W,
970	14172	45	Bishop:K,Red_Knolls:K,
971	14178	87	Bishop:M,Red_Knolls:M,
972	14185	22	Bishop:Y,Red_Knolls:Y,
973	14203	41	Bishop:R,Red_Knolls:R,
974	14207	326	Bishop:A,Red_Knolls:W,
975	14209	156	Bishop:C,Red_Knolls:Y,
976	14228	51	Bishop:R,Red_Knolls:R,
977	14235	143	Bishop:M,Red_Knolls:M,
978	14250	38	Bishop:R,Red_Knolls:R,
979	14251	156	Bishop:G,Red_Knolls:R,
980	14257	55	Bishop:R,Red_Knolls:G,
981	14278	108	Bishop:W,Red_Knolls:W,
982	14281	19	Bishop:R,Red_Knolls:R,
983	14291	143	Bishop:R,Red_Knolls:R,
984	14299	157	Bishop:M,Red_Knolls:M,
985	14322	138	Bishop:Y,Red_Knolls:Y,
986	14343	80	Bishop:K,Red_Knolls:K,
987	14355	47	Bishop:K,Red_Knolls:K,
988	14391	475	Bishop:K,Red_Knolls:K,
989	14448	58	Bishop:K,Red_Knolls:K,
990	14449	103	Bishop:G,Red_Knolls:R,
991	14458	148	Bishop:M,Red_Knolls:M,
992	14493	330	Bishop:G,Red_Knolls:K,
993	14494	8	Bishop:K,Red_Knolls:K,
994	14500	18	Bishop:R,Red_Knolls:R,
995	14510	6	Bishop:S,Red_Knolls:G,
996	14525	61	Bishop:Y,Red_Knolls:Y,
997	14532	19	Bishop:K,Red_Knolls:G,
998	14555	58	Bishop:Y,Red_Knolls:Y,
999	14567	18	Bishop:S,Red_Knolls:S,
1000	14575	34	Bishop:R,Red_Knolls:R,
1001	14614	49	Bishop:Y,Red_Knolls:Y,
1002	14624	115	Bishop:R,Red_Knolls:R,
1003	14655	52	Bishop:S,Red_Knolls:S,
1004	14668	114	Bishop:G,Red_Knolls:R,
1005	14671	61	Bishop:S,Red_Knolls:S,
1006	14680	146	Bishop:Y,Red_Knolls:Y,
1007	14687	72	Bishop:R,Red_Knolls:R,
1008	14689	73	Bishop:R,Red_Knolls:R,
1009	14694	12	Bishop:W,Red_Knolls:W,
1010	14696	56	Bishop:Y,Red_Knolls:Y,
1011	14732	116	Bishop:K,Red_Knolls:K,
1012	14752	40	Bishop:S,Red_Knolls:S,
1013	14758	145	Bishop:M,Red_Knolls:M,
1014	14786	77	Bishop:K,Red_Knolls:G,
1015	14824	10	Bishop:W,Red_Knolls:W,
1016	14831	88	Bishop:M,Red_Knolls:M,
1017	14889	24	Bishop:W,Red_Knolls:W,
1018	14900	18	Bishop:M,Red_Knolls:M,
1019	14904	103	Bishop:W,Red_Knolls:W,
1020	14907	55	Bishop:S,Red_Knolls:S,
1021	14908	524	Bishop:W,Red_Knolls:W,
1022	14910	26	Bishop:R,Red_Knolls:R,
1023	14911	54	Bishop:W,Red_Knolls:W,
1024	14939	149	Bishop:W,Red_Knolls:W,
1025	14940	42	Bishop:Y,Red_Knolls:Y,
1026	14946	114	Bishop:R,Red_Knolls:R,
1027	14952	136	Bishop:G,Red_Knolls:K,
1028	14973	25	Bishop:R,Red_Knolls:R,
1029	14979	97	Bishop:W,Red_Knolls:W,
1030	14991	275	Bishop:K,Red_Knolls:K,
1031	14999	131	Bishop:Y,Red_Knolls:Y,
1032	15007	47	Bishop:S,Red_Knolls:S,
1033	15017	144	Bishop:R,Red_Knolls:G,
1034	15034	6	Bishop:R,Red_Knolls:G,
1035	15065	68	Bishop:R,Red_Knolls:R,
1036	15086	122	Bishop:W,Red_Knolls:W,
1037	15100	87	Bishop:M,Red_Knolls:C,
1038	15102	63	Bishop:Y,Red_Knolls:Y,
1039	15110	43	Bishop:K,Red_Knolls:G,
1040	15120	95	Bishop:G,Red_Knolls:R,
1041	15141	139	Bishop:S,Red_Knolls:S,
1042	15158	145	Bishop:K,Red_Knolls:K,
1043	15161	62	Bishop:Y,Red_Knolls:T,
1044	15167	61	Bishop:W,Red_Knolls:W,
1045	15182	88	Bishop:M,Red_Knolls:M,
1046	15186	131	Bishop:M,Red_Knolls:M,
1047	15187	53	Bishop:T,Red_Knolls:K,
1048	15198	293	Bishop:S,Red_Knolls:S,
1049	15200	107	Bishop:W,Red_Knolls:W,
1050	15201	90	Bishop:R,Red_Knolls:R,
1051	15204	419	Bishop:M,Red_Knolls:M,
1052	15238	61	Bishop:T,Red_Knolls:W,
1053	15244	9	Bishop:W,Red_Knolls:W,
1054	15260	313	Bishop:W,Red_Knolls:W,
1055	15311	63	Bishop:W,Red_Knolls:W,
1056	15312	345	Bishop:K,Red_Knolls:K,
1057	15314	125	Bishop:M,Red_Knolls:M,
1058	15318	28	Bishop:A,Red_Knolls:M,
1059	15320	220	Bishop:C,Red_Knolls:S,
1060	15337	60	Bishop:M,Red_Knolls:M,
1061	15338	34	Bishop:S,Red_Knolls:S,
1062	15359	107	Bishop:R,Red_Knolls:G,
1063	15378	43	Bishop:Y,Red_Knolls:C,
1064	15380	116	Bishop:S,Red_Knolls:S,
1065	15391	67	Bishop:S,Red_Knolls:S,
1066	15394	354	Bishop:K,Red_Knolls:K,
1067	15402	35	Bishop:Y,Red_Knolls:Y,
1068	15415	75	Bishop:M,Red_Knolls:M,
1069	15418	157	Bishop:G,Red_Knolls:R,
1070	15430	239	Bishop:G,Red_Knolls:R,
1071	15431	143	Bishop:R,Red_Knolls:G,
1072	15467	51	Bishop:G,Red_Knolls:K,
1073	15490	39	Bishop:M,Red_Knolls:M,
1074	15496	60	Bishop:G,Red_Knolls:K,
1075	15527	58	Bishop:M,Red_Knolls:M,
1076	15531	14	Bishop:K,Red_Knolls:K,
1077	15537	149	Bishop:Y,Red_Knolls:Y,
1078	15554	495	Bishop:W,Red_Knolls:W,
1079	15565	81	Bishop:A,Red_Knolls:M,
1080	15575	114	Bishop:Y,Red_Knolls:C,
1081	15578	397	Bishop:K,Red_Knolls:K,
1082	15589	115	Bishop:Y,Red_Knolls:Y,
1083	15608	24	Bishop:G,Red_Knolls:K,
1084	15611	38	Bishop:Y,Red_Knolls:Y,
1085	15613	116	Bishop:C,Red_Knolls:Y,
1086	15630	86	Bishop:R,Red_Knolls:R,
1087	15653	143	Bishop:A,Red_Knolls:W,
1088	15662	22	Bishop:S,Red_Knolls:C,
1089	15676	130	Bishop:K,Red_Knolls:K,
1090	15687	118	Bishop:R,Red_Knolls:R,
1091	15699	481	Bishop:W,Red_Knolls:W,
1092	15704	101	Bishop:R,Red_Knolls:R,
1093	15717	44	Bishop:S,Red_Knolls:S,
1094	15727	101	Bishop:M,Red_Knolls:M,
1095	15730	64	Bishop:C,Red_Knolls:M,
1096	15731	16	Bishop:Y,Red_Knolls:Y,
1097	15752	71	Bishop:R,Red_Knolls:R,
